Date, Type, Company, Symbol, Firm, Rating, Price_str, Price_int, Actual, Percent_Diff
26-Jun-2012,Coverage Resumed,L-3 Comms,LLL,Stifel,Hold,,,83.68,0.0
26-Jun-2012,Coverage Reit/Price Tgt Changed*,Onyx Pharma,ONXX,Deutsche Bank,Buy,$58 &#187; $77,77,84.17,9.3117
26-Jun-2012,Coverage Reit/Price Tgt Changed*,Hershey Foods,HSY,Deutsche Bank,Hold,$62 &#187; $64,64,87.08,36.0625
26-Jun-2012,Coverage Reit/Price Tgt Changed*,ConocoPhillips,COP,Oppenheimer,Outperform,$90 &#187; $65,65,58.48,-10.0308
26-Jun-2012,Coverage Reit/Price Tgt Changed*,Procter &amp; Gamble,PG,Caris &amp; Company,Average,$66 &#187; $62,62,75.66,22.0323
26-Jun-2012,Coverage Reit/Price Tgt Changed*,Lexicon Pharma,LXRX,Stifel,Buy,$3 &#187; $4,4,2.07,-48.25
26-Jun-2012,Coverage Reit/Price Tgt Changed*,Halcon Resources,HK,Wunderlich,Buy,$12 &#187; $14,14,5.53,-60.5
26-Jun-2012,Coverage Reit/Price Tgt Changed*,Kirby,KEX,Wunderlich,Buy,$68 &#187; $57,57,78.38,37.5088
26-Jun-2012,Coverage Reit/Price Tgt Changed*,First Horizon,FHN,FBR Capital,Underperform,$8 &#187; $6.50,6.50,11.04,69.8462
26-Jun-2012,Coverage Reit/Price Tgt Changed*,Carnival,CCL,HSBC Securities,Overweight,$36 &#187; $42,42,34.3,-18.3333
25-Jun-2012,Upgrades,NVIDIA,NVDA,Canaccord Genuity,Hold &#187; Buy,$13 &#187; $16,16,14.07,-12.0625
25-Jun-2012,Upgrades,Heartland Payment Systems,HPY,Robert W. Baird,Neutral &#187; Outperform,$34,34,34.34,1
25-Jun-2012,Upgrades,CVR Partners,UAN,Cowen,Sell &#187; Hold,,,20.91,0.0
25-Jun-2012,Upgrades,Intrepid Potash,IPI,Cowen,Sell &#187; Hold,,,19.03,0.0
25-Jun-2012,Upgrades,Mosaic,MOS,Cowen,Hold &#187; Buy,$60,60,55.35,-7.75
25-Jun-2012,Upgrades,Rentech Nitrogen Partners,RNF,Cowen,Hold &#187; Buy,$29,29,27.51,-5.1379
25-Jun-2012,Upgrades,Agrium,AGU,Cowen,Hold &#187; Buy,$98,98,83.59,-14.7041
25-Jun-2012,Upgrades,Potash,POT,Cowen,Sell &#187; Buy,$49,49,37.28,-23.9184
25-Jun-2012,Upgrades,CF Industries,CF,Cowen,Sell &#187; Buy,$200,200,172.94,-13.53
25-Jun-2012,Upgrades,Boeing,BA,Oppenheimer,Perform &#187; Outperform,$90,90,97.32,8.1333
25-Jun-2012,Downgrades,AutoNation,AN,Deutsche Bank,Hold &#187; Sell,$29 &#187; $24,24,42.71,77.9583
25-Jun-2012,Downgrades,Ventrus Biosciences,VTUS,Cantor Fitzgerald,Buy &#187; Hold,$5.50,5.50,2.07,-62.3636
25-Jun-2012,Downgrades,Meru Networks,MERU,JMP Securities,Mkt Outperform &#187; Mkt Perform,,,4.07,0.0
25-Jun-2012,Downgrades,Terex,TEX,Longbow,Buy &#187; Neutral,,,26.41,0.0
25-Jun-2012,Downgrades,AngioDynamics,ANGO,Canaccord Genuity,Buy &#187; Hold,$16.50 &#187; $14.50,14.50,11.11,-23.3793
25-Jun-2012,Downgrades,Immersion,IMMR,Capstone Investments,Hold &#187; Sell,,,13.01,0.0
25-Jun-2012,Downgrades,GeoEye,GEOY,The Benchmark Company,Buy &#187; Hold,$20,20,,0.0
25-Jun-2012,Downgrades,Elster,ELT,Wunderlich,Buy &#187; Hold,$18,18,,0.0
25-Jun-2012,Downgrades,Swisher Hygiene,SWSH,Robert W. Baird,Outperform &#187; Neutral,$4 &#187; $3,3,0.79,-73.6667
25-Jun-2012,Coverage Initiated,Air Methods,AIRM,Feltl &amp; Co.,Buy,$105,105,34.85,-66.8095
25-Jun-2012,Coverage Initiated,VeriFone,PAY,Hilliard Lyons,Long-term Buy,$40,40,16.31,-59.225
25-Jun-2012,Coverage Initiated,Firsthand Tech. Value Fund,SVVC,Ascendiant Capital Markets,Buy,$24,24,19.2,-20
25-Jun-2012,Coverage Initiated,Synageva Biopharma,GEVA,Canaccord Genuity,Buy,$60,60,41.65,-30.5833
25-Jun-2012,Coverage Initiated,Hubbell,HUB.B,KeyBanc Capital Mkts,Buy,$90,90,95.44,6.0444
25-Jun-2012,Coverage Initiated,Virtual Piggy,VPIG,Rodman &amp; Renshaw,Mkt Outperform,$5,5,2.29,-54.2
25-Jun-2012,Coverage Initiated,Red Hat,RHT,Needham,Buy,$63,63,45.86,-27.2063
25-Jun-2012,Coverage Reit/Price Tgt Changed*,Kirby,KEX,Cowen,Buy,$76 &#187; $60,60,77.85,29.75
25-Jun-2012,Coverage Reit/Price Tgt Changed*,Mellanox Tech,MLNX,Maxim Group,Buy,$65 &#187; $80,80,48.97,-38.7875
25-Jun-2012,Coverage Reit/Price Tgt Changed*,St. Jude Medical,STJ,Canaccord Genuity,Buy,$45 &#187; $50,50,44.65,-10.7
25-Jun-2012,Coverage Reit/Price Tgt Changed*,Home Bancshares,HOMB,Stifel,Buy,$30 &#187; $32,32,22.65,-29.2188
25-Jun-2012,Coverage Reit/Price Tgt Changed*,Carnival,CCL,Stifel,Buy,$35 &#187; $41,41,34.41,-16.0732
22-Jun-2012,Upgrades,Pep Boys,PBY,Argus,Sell &#187; Buy,$12,12,,0.0
22-Jun-2012,Upgrades,Kimberly-Clark,KMB,Argus,Hold &#187; Buy,$92,92,,0.0
22-Jun-2012,Downgrades,Chimera Investment,CIM,Barclays,Equal Weight &#187; Underweight,$2.50 &#187; $2.25,2.25,,0.0
22-Jun-2012,Downgrades,Key Energy,KEG,FBR Capital,Outperform &#187; Mkt Perform,$18 &#187; $9,9,,0.0
22-Jun-2012,Downgrades,ITT Industries,ITT,FBR Capital,Mkt Perform &#187; Underperform,$24 &#187; $15.50,15.50,,0.0
22-Jun-2012,Coverage Initiated,Novadaq Tech.,NVDQ,Feltl &amp; Co.,Strong Buy,$8.50,8.50,,0.0
22-Jun-2012,Coverage Initiated,Anworth Mortgage,ANH,Maxim Group,Buy,$7.25,7.25,,0.0
22-Jun-2012,Coverage Initiated,Capstead Mortgage,CMO,Maxim Group,Buy,$14.75,14.75,,0.0
22-Jun-2012,Coverage Initiated,ARMOUR Residential REIT,ARR,Maxim Group,Buy,$7.15,7.15,,0.0
22-Jun-2012,Coverage Initiated,Cypress Sharpridge Investments,CYS,Maxim Group,Buy,$14,14,,0.0
22-Jun-2012,Coverage Initiated,Hatteras Financial,HTS,Maxim Group,Buy,$30.50,30.50,,0.0
22-Jun-2012,Coverage Initiated,American Capital Agency,AGNC,Maxim Group,Buy,$33.50,33.50,,0.0
22-Jun-2012,Coverage Initiated,Cavium Networks,CAVM,Maxim Group,Buy,$35,35,,0.0
22-Jun-2012,Coverage Initiated,Hain Celestial,HAIN,Longbow,Neutral,,,,0.0
22-Jun-2012,Coverage Initiated,RF Micro Device,RFMD,Canaccord Genuity,Hold,$4.50,4.50,,0.0
22-Jun-2012,Coverage Initiated,Skyworks,SWKS,Canaccord Genuity,Buy,$33,33,,0.0
22-Jun-2012,Coverage Initiated,TriQuint Semi,TQNT,Canaccord Genuity,Hold,$6,6,,0.0
22-Jun-2012,Coverage Initiated,T. Rowe Price,TROW,Argus,Buy,$72,72,,0.0
22-Jun-2012,Coverage Initiated,Tornier,TRNX,Northland Capital,Outperform,$26,26,,0.0
22-Jun-2012,Coverage Initiated,Bonanza Creek Energy,BCEI,Wunderlich,Buy,$29,29,,0.0
22-Jun-2012,Coverage Initiated,Synergy Resources,SYRG,Wunderlich,Buy,$5,5,,0.0
22-Jun-2012,Coverage Initiated,Crocs,CROX,The Benchmark Company,Buy,$23,23,,0.0
22-Jun-2012,Coverage Initiated,PPG Industries,PPG,Robert W. Baird,Outperform,$120,120,,0.0
22-Jun-2012,Coverage Initiated,Sherwin-Williams,SHW,Robert W. Baird,Neutral,$13,13,,0.0
22-Jun-2012,Coverage Initiated,Tutor Perini,TPC,Imperial Capital,Outperform,$16,16,,0.0
22-Jun-2012,Coverage Initiated,Cardinal Health,CAH,Mizuho,Neutral,$45,45,,0.0
22-Jun-2012,Coverage Initiated,McKesson,MCK,Mizuho,Neutral,$99,99,,0.0
22-Jun-2012,Coverage Initiated,AmerisourceBergen,ABC,Mizuho,Buy,$42,42,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Celgene,CELG,Barclays,Overweight,$83 &#187; $74,74,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Darden Restaurants,DRI,Miller Tabak,Buy,$66 &#187; $59,59,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Eaton,ETN,UBS,Neutral,$53 &#187; $40,40,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Celgene,CELG,UBS,Buy,$85 &#187; $78,78,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,EnCana,ECA,RBC Capital Mkts,Sector Perform,$24 &#187; $25,25,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Baxter,BAX,RBC Capital Mkts,Outperform,$60 &#187; $58,58,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Echo Global Logistics,ECHO,Stifel,Buy,$20 &#187; $22,22,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Ryder System,R,FBR Capital,Outperform,$65 &#187; $55,55,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Celgene,CELG,Cantor Fitzgerald,Buy,$90 &#187; $73,73,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Celgene,CELG,The Benchmark Company,Buy,$90 &#187; $73,73,,0.0
22-Jun-2012,Coverage Reit/Price Tgt Changed*,Harvest Natural,HNR,Wunderlich,Buy,$7 &#187; $11,11,,0.0
21-Jun-2012,Upgrades,EQT Corp.,EQT,Deutsche Bank,Hold &#187; Buy,$54 &#187; $59,59,79.58,34.8814
21-Jun-2012,Upgrades,MedAssets,MDAS,UBS,Neutral &#187; Buy,$14 &#187; $18,18,17.59,-2.2778
21-Jun-2012,Upgrades,Onyx Pharma,ONXX,Brean Capital,Hold &#187; Buy,$60,60,81.83,36.3833
21-Jun-2012,Upgrades,LaFarge,LFRGY,HSBC Securities,Neutral &#187; Overweight,,,14.99,0.0
21-Jun-2012,Upgrades,Seadrill Ltd,SDRL,HSBC Securities,Neutral &#187; Overweight,,,37.66,0.0
21-Jun-2012,Downgrades,Overland Storage,OVRL,The Benchmark Company,Speculative Buy &#187; Hold,,,1.13,0.0
21-Jun-2012,Downgrades,Under Armour,UA,UBS,Buy &#187; Neutral,$105 &#187; $105,105,56.82,-45.8857
21-Jun-2012,Coverage Initiated,Onyx Pharma,ONXX,Deutsche Bank,Buy,$58,58,81.83,41.0862
21-Jun-2012,Coverage Initiated,AerCap,AER,Maxim Group,Buy,$17,17,16.6,-2.3529
21-Jun-2012,Coverage Initiated,Aircastle,AYR,Maxim Group,Buy,$16,16,15.28,-4.5
21-Jun-2012,Coverage Initiated,Air Lease,AL,Maxim Group,Hold,,,26.4,0.0
21-Jun-2012,Coverage Initiated,FLY Leasing,FLY,Maxim Group,Buy,$16,16,15.66,-2.125
21-Jun-2012,Coverage Initiated,Laboratory Corp,LH,Canaccord Genuity,Buy,$100,100,99.46,-0.54
21-Jun-2012,Coverage Initiated,Quest Diagnostics,DGX,Canaccord Genuity,Hold,$60,60,60.14,0.23333
21-Jun-2012,Coverage Initiated,Invesco,IVZ,Argus,Buy,$28,28,32.15,14.8214
21-Jun-2012,Coverage Initiated,Facebook,FB,Argus,Hold,,,24.53,0.0
21-Jun-2012,Coverage Initiated,SPS Commerce,SPSC,Northland Capital,Outperform,$34,34,52,52.9412
21-Jun-2012,Coverage Initiated,Cornerstone OnDemand,CSOD,Northland Capital,Outperform,$28,28,44.48,58.8571
21-Jun-2012,Coverage Initiated,1-800-FLOWERS,FLWS,The Benchmark Company,Buy,$5,5,6.02,20.4
21-Jun-2012,Coverage Initiated,Core Labs,CLB,HSBC Securities,Neutral,$140,140,149.29,6.6357
21-Jun-2012,Coverage Initiated,Natl Oilwell Varco,NOV,HSBC Securities,Overweight,$97,97,67.77,-30.134
21-Jun-2012,Coverage Initiated,Southwest Air,LUV,Imperial Capital,In-line,$10,10,13.41,34.1
21-Jun-2012,Coverage Initiated,Diebold,DBD,Imperial Capital,Outperform,$47,47,31.12,-33.7872
21-Jun-2012,Coverage Initiated,Infinera,INFN,Needham,Hold,,,10.7,0.0
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Zumiez,ZUMZ,Imperial Capital,In-line,$35 &#187; $41,41,27.5,-32.9268
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Mettler-Toledo,MTD,UBS,Neutral,$190 &#187; $177,177,204.88,15.7514
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Linear Tech,LLTC,UBS,Neutral,$35 &#187; $33,33,35.67,8.0909
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Bed Bath &amp; Beyond,BBBY,UBS,Neutral,$73 &#187; $71,71,69.99,-1.4225
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Actuant,ATU,UBS,Buy,$33 &#187; $30,30,31.8,6
21-Jun-2012,Coverage Reit/Price Tgt Changed*,F5 Networks,FFIV,MKM Partners,Buy,$145 &#187; $138,138,70.92,-48.6087
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Sonic,SONC,RBC Capital Mkts,Outperform,$10 &#187; $12,12,14.3,19.1667
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Micron,MU,Stifel,Buy,$10.50 &#187; $9.50,9.50,13.9,46.3158
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Juniper Networks,JNPR,FBR Capital,Mkt Perform,$24 &#187; $14,14,18.79,34.2143
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Onyx Pharma,ONXX,Rodman &amp; Renshaw,Mkt Outperform,$57 &#187; $73,73,81.83,12.0959
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Bed Bath &amp; Beyond,BBBY,Oppenheimer,Outperform,$84 &#187; $80,80,69.99,-12.5125
21-Jun-2012,Coverage Reit/Price Tgt Changed*,ReachLocal,RLOC,Needham,Buy,$12 &#187; $13,13,12.71,-2.2308
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Equinix,EQIX,The Benchmark Company,Buy,$170 &#187; $200,200,178.07,-10.965
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Marvell,MRVL,Mizuho,Buy,$20 &#187; $16,16,11.09,-30.6875
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Red Hat,RHT,BMO Capital Markets,Outperform,$72 &#187; $60,60,46.45,-22.5833
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Bed Bath &amp; Beyond,BBBY,Canaccord Genuity,Hold,$73 &#187; $71,71,69.99,-1.4225
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Vishay,VSH,Longbow,Buy,$18 &#187; $14,14,13.75,-1.7857
21-Jun-2012,Coverage Reit/Price Tgt Changed*,Molex,MOLX,Longbow,Buy,$31 &#187; $29,29,,0.0
20-Jun-2012,Upgrades,Applied Materials,AMAT,Barclays,Equal Weight &#187; Overweight,$14 &#187; $15,15,14.81,-1.2667
20-Jun-2012,Upgrades,Beam,BEAM,Argus,Hold &#187; Buy,$74,74,61.17,-17.3378
20-Jun-2012,Upgrades,Pennant Investment,PNNT,FBR Capital,Mkt Perform &#187; Outperform,$11,11,10.47,-4.8182
20-Jun-2012,Upgrades,Choice Hotels,CHH,Robert W. Baird,Underperform &#187; Neutral,$36 &#187; $38,38,38.61,1.6053
20-Jun-2012,Downgrades,Procter &amp; Gamble,PG,Hilliard Lyons,Long-term Buy &#187; Neutral,,,73.55,0.0
20-Jun-2012,Downgrades,Adobe Systems,ADBE,JMP Securities,Mkt Perform &#187; Mkt Underperform,$26,26,44.9,72.6923
20-Jun-2012,Downgrades,Walgreens,WAG,Argus,Buy &#187; Hold,,,47.55,0.0
20-Jun-2012,Downgrades,Cirrus Logic,CRUS,Needham,Strong Buy &#187; Buy,$35 &#187; $35,35,17.34,-50.4571
20-Jun-2012,Coverage Initiated,Edwards Group,EVAC,Barclays,Overweight,$15,15,7.65,-49
20-Jun-2012,Coverage Initiated,Edwards Group,EVAC,Deutsche Bank,Buy,$10,10,7.65,-23.5
20-Jun-2012,Coverage Initiated,Vanguard Health Systems,VHS,UBS,Neutral,$9,9,12.77,41.8889
20-Jun-2012,Coverage Initiated,Universal Health,UHS,UBS,Neutral,$43,43,66.29,54.1628
20-Jun-2012,Coverage Initiated,Tenet Healthcare,THC,UBS,Neutral,$5,5,42.53,750.6
20-Jun-2012,Coverage Initiated,On Assignment,ASGN,UBS,Buy,$21,21,25.75,22.619
20-Jun-2012,Coverage Initiated,Lifepoint Hospitals,LPNT,UBS,Neutral,$43,43,48.69,13.2326
20-Jun-2012,Coverage Initiated,Health Management,HMA,UBS,Buy,$11,11,15.08,37.0909
20-Jun-2012,Coverage Initiated,HCA,HCA,UBS,Buy,$34,34,37.68,10.8235
20-Jun-2012,Coverage Initiated,Cross Country,CCRN,UBS,Neutral,$4.50,4.50,4.92,9.3333
20-Jun-2012,Coverage Initiated,Community Health,CYH,UBS,Buy,$36,36,45.91,27.5278
20-Jun-2012,Coverage Initiated,Tiffany &amp; Co,TIF,William Blair,Mkt Perform,,,71.53,0.0
20-Jun-2012,Coverage Initiated,Silicon Image,SIMG,Dougherty &amp; Company,Buy,$7,7,5.51,-21.2857
20-Jun-2012,Coverage Initiated,Standard Motor,SMP,BB&amp;T Capital Mkts,Buy,$15,15,34.51,130.0667
20-Jun-2012,Coverage Initiated,Federal-Mogul,FDML,BB&amp;T Capital Mkts,Hold,,,9.88,0.0
20-Jun-2012,Coverage Initiated,Forum Energy Tech.,FET,Global Hunter Securities,Buy,$27,27,30.89,14.4074
20-Jun-2012,Coverage Initiated,Regional Mgmt,RM,FBR Capital,Outperform,$18,18,24.66,37
20-Jun-2012,Coverage Initiated,Health Net,HNT,Cantor Fitzgerald,Hold,$27,27,30.32,12.2963
20-Jun-2012,Coverage Initiated,Aetna,AET,Cantor Fitzgerald,Hold,$45,45,60.25,33.8889
20-Jun-2012,Coverage Initiated,WellPoint,WLP,Cantor Fitzgerald,Hold,$75,75,76.83,2.44
20-Jun-2012,Coverage Initiated,UnitedHealth,UNH,Cantor Fitzgerald,Buy,$70,70,63.32,-9.5429
20-Jun-2012,Coverage Initiated,Humana,HUM,Cantor Fitzgerald,Buy,$95,95,82.91,-12.7263
20-Jun-2012,Coverage Initiated,Whole Foods,WFM,Cantor Fitzgerald,Buy,$104,104,50.41,-51.5288
20-Jun-2012,Coverage Reit/Price Tgt Changed*,Jabil Circuit,JBL,Needham,Buy,$29 &#187; $25,25,19.89,-20.44
20-Jun-2012,Coverage Reit/Price Tgt Changed*,Google,GOOG,The Benchmark Company,Hold,$650 &#187; $615,615,884.74,43.8602
20-Jun-2012,Coverage Reit/Price Tgt Changed*,Waste Connections,WCN,Wunderlich,Buy,$38 &#187; $40,40,39.74,-0.65
20-Jun-2012,Coverage Reit/Price Tgt Changed*,Zumiez,ZUMZ,Janney,Neutral,$37 &#187; $41,41,27.45,-33.0488
20-Jun-2012,Coverage Reit/Price Tgt Changed*,Mellanox Tech,MLNX,Wunderlich,Buy,$65 &#187; $85,85,45.67,-46.2706
20-Jun-2012,Coverage Reit/Price Tgt Changed*,Barnes &amp; Noble,BKS,Maxim Group,Buy,$32 &#187; $30,30,18.44,-38.5333
19-Jun-2012,Upgrades,Valero Energy,VLO,UBS,Neutral &#187; Buy,$26 &#187; $26,26,36.97,42.1923
19-Jun-2012,Upgrades,Cempra,CEMP,WBB Securities,Speculative Buy &#187; Buy,$8.50 &#187; $10,10,7.32,-26.8
19-Jun-2012,Upgrades,W.W. Grainger,GWW,BB&amp;T Capital Mkts,Hold &#187; Buy,,,248.93,0.0
19-Jun-2012,Upgrades,Nokia,NOK,Avian,Neutral &#187; Positive,,,3.85,0.0
19-Jun-2012,Upgrades,Integra,IART,Argus,Hold &#187; Buy,$44,44,36.64,-16.7273
19-Jun-2012,Upgrades,Healthcare Services Group,HCSG,Stifel,Hold &#187; Buy,$21,21,23.03,9.6667
19-Jun-2012,Downgrades,Southern,SO,Hilliard Lyons,Buy &#187; Neutral,,,42.03,0.0
19-Jun-2012,Downgrades,AK Steel,AKS,UBS,Buy &#187; Neutral,$10 &#187; $5,5,3.47,-30.6
19-Jun-2012,Downgrades,Elster,ELT,Canaccord Genuity,Buy &#187; Hold,,,,0.0
19-Jun-2012,Downgrades,Celestica,CLS,Argus,Buy &#187; Hold,,,9.48,0.0
19-Jun-2012,Downgrades,Elster,ELT,KeyBanc Capital Mkts,Buy &#187; Hold,,,,0.0
19-Jun-2012,Downgrades,Body Central,BODY,Oppenheimer,Outperform &#187; Perform,,,12.7,0.0
19-Jun-2012,Downgrades,Synacor,SYNC,Needham,Buy &#187; Hold,,,3.1,0.0
19-Jun-2012,Downgrades,Capstone Turbine,CPST,FBR Capital,Outperform &#187; Mkt Perform,$2.50 &#187; $1.50,1.50,1.17,-22
19-Jun-2012,Downgrades,Volvo,VOLVY,HSBC Securities,Overweight &#187; Neutral,,,14.45,0.0
19-Jun-2012,Downgrades,Body Central,BODY,Robert W. Baird,Outperform &#187; Neutral,$25 &#187; $9,9,12.7,41.1111
19-Jun-2012,Coverage Initiated,Sequenom,SQNM,Maxim Group,Buy,$6,6,4.22,-29.6667
19-Jun-2012,Coverage Initiated,Nova Measuring,NVMI,Stifel,Buy,$11,11,9.36,-14.9091
19-Jun-2012,Coverage Initiated,Layne Christensen,LAYN,Ladenburg Thalmann,Buy,$25,25,20.3,-18.8
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Constant Contact,CTCT,Dougherty &amp; Company,Sell,$21 &#187; $16,16,16.84,5.25
19-Jun-2012,Coverage Reit/Price Tgt Changed*,TE Connectivity,TEL,Deutsche Bank,Hold,$36 &#187; $34,34,45.52,33.8824
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Plexus,PLXS,Deutsche Bank,Buy,$42 &#187; $37,37,29.45,-20.4054
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Molex,MOLX,Deutsche Bank,Buy,$32 &#187; $29,29,29.41,1.4138
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Jabil Circuit,JBL,Deutsche Bank,Hold,$24 &#187; $20,20,19.59,-2.05
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Fabrinet,FN,Deutsche Bank,Buy,$22 &#187; $17,17,14.61,-14.0588
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Benchmark Elec,BHE,Deutsche Bank,Hold,$19 &#187; $16,16,19.77,23.5625
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Arrow Elec,ARW,Deutsche Bank,Buy,$49 &#187; $44,44,39.75,-9.6591
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Equinix,EQIX,Barclays,Overweight,$155 &#187; $185,185,185.25,0.13514
19-Jun-2012,Coverage Reit/Price Tgt Changed*,Mellanox Tech,MLNX,Mizuho,Buy,$65 &#187; $75,75,48.15,-35.8
18-Jun-2012,Upgrades,Artesian Resrces,ARTNA,Hilliard Lyons,Long-term Buy &#187; Buy,$23 &#187; $23,23,21.41,-6.913
18-Jun-2012,Upgrades,Pioneer Natural Resources,PXD,UBS,Neutral &#187; Buy,$118 &#187; $118,118,154.62,31.0339
18-Jun-2012,Upgrades,Oasis Petroleum,OAS,UBS,Neutral &#187; Buy,$34 &#187; $34,34,41.81,22.9706
18-Jun-2012,Upgrades,EOG Resources,EOG,UBS,Neutral &#187; Buy,$115 &#187; $120,120,134.55,12.125
18-Jun-2012,Downgrades,Celgene,CELG,RBC Capital Mkts,Outperform &#187; Sector Perform,$74 &#187; $72,72,120.24,67
18-Jun-2012,Downgrades,HollyFrontier,HFC,Howard Weil,Market Outperform &#187; Market Perform,$33 &#187; $34,34,42.76,25.7647
18-Jun-2012,Downgrades,Tractor Supply,TSCO,KeyBanc Capital Mkts,Buy &#187; Hold,,,58.57,0.0
18-Jun-2012,Downgrades,Huntsman,HUN,KeyBanc Capital Mkts,Buy &#187; Hold,,,17.86,0.0
18-Jun-2012,Coverage Initiated,Fastenal,FAST,Longbow,Neutral,,,46.15,0.0
18-Jun-2012,Coverage Initiated,MSC Industrial,MSM,Longbow,Buy,$83,83,80.46,-3.0602
18-Jun-2012,Coverage Initiated,W.W. Grainger,GWW,Longbow,Neutral,,,253.05,0.0
18-Jun-2012,Coverage Initiated,OncoGenex Pharma,OGXI,Needham,Buy,$30,30,10.03,-66.5667
18-Jun-2012,Coverage Reit/Price Tgt Changed*,AT&amp;T,T,Hilliard Lyons,Buy,$33 &#187; $37,37,34.78,-6
18-Jun-2012,Coverage Reit/Price Tgt Changed*,II-VI,IIVI,Longbow,Buy,$27 &#187; $20,20,16.63,-16.85
18-Jun-2012,Coverage Reit/Price Tgt Changed*,Cray,CRAY,Needham,Buy,$12 &#187; $14,14,20.68,47.7143
18-Jun-2012,Coverage Reit/Price Tgt Changed*,Liquidity Services,LQDT,Oppenheimer,Outperform,$72 &#187; $75,75,31.44,-58.08
18-Jun-2012,Coverage Reit/Price Tgt Changed*,Rackspace,RAX,The Benchmark Company,Buy,$66 &#187; $63,63,37.65,-40.2381
18-Jun-2012,Coverage Reit/Price Tgt Changed*,VimpelCom,VIP,HSBC Securities,Neutral,$12.50 &#187; $8.70,8.70,10.03,15.2874
15-Jun-2012,Upgrades,Arkansas Best,ABFS,RBC Capital Mkts,Underperform &#187; Sector Perform,$17 &#187; $13,13,,0.0
15-Jun-2012,Upgrades,American Railcar Industries,ARII,Longbow,Neutral &#187; Buy,$34,34,,0.0
15-Jun-2012,Upgrades,Wabtec,WAB,Longbow,Neutral &#187; Buy,$88,88,,0.0
15-Jun-2012,Upgrades,United Natural Foods,UNFI,Argus,Hold &#187; Buy,$62,62,,0.0
15-Jun-2012,Upgrades,Regency Centers,REG,Argus,Hold &#187; Buy,$51,51,,0.0
15-Jun-2012,Upgrades,Accelrys,ACCL,Northland Capital,Market Perform &#187; Outperform,$9 &#187; $10,10,,0.0
15-Jun-2012,Upgrades,Nokia,NOK,Oppenheimer,Underperform &#187; Perform,,,,0.0
15-Jun-2012,Downgrades,Family Dollar,FDO,Barclays,Overweight &#187; Equal Weight,$68 &#187; $73,73,,0.0
15-Jun-2012,Downgrades,Trinity Industries,TRN,Longbow,Buy &#187; Neutral,,,,0.0
15-Jun-2012,Downgrades,Annaly Capital Mgmt,NLY,Compass Point,Buy &#187; Neutral,$17 &#187; $17,17,,0.0
15-Jun-2012,Coverage Initiated,Callaway Golf,ELY,Imperial Capital,Outperform,$7,7,,0.0
15-Jun-2012,Coverage Initiated,DSW,DSW,KeyBanc Capital Mkts,Hold,,,,0.0
15-Jun-2012,Coverage Resumed,Exelon,EXC,Barclays,Equal Weight,$39,39,,0.0
15-Jun-2012,Coverage Reit/Price Tgt Changed*,Hain Celestial,HAIN,UBS,Neutral,$49 &#187; $55,55,,0.0
15-Jun-2012,Coverage Reit/Price Tgt Changed*,Chipotle Mexican Grill,CMG,UBS,Neutral,$442 &#187; $443,443,,0.0
15-Jun-2012,Coverage Reit/Price Tgt Changed*,II-VI,IIVI,Needham,Buy,$26 &#187; $23,23,,0.0
15-Jun-2012,Coverage Reit/Price Tgt Changed*,JB Hunt Trans,JBHT,FBR Capital,Outperform,$63 &#187; $65,65,,0.0
15-Jun-2012,Coverage Reit/Price Tgt Changed*,Synaptics,SYNA,Mizuho,Neutral,$35 &#187; $24,24,,0.0
